Linje 1 har ugyldig email: customer_id,name,email,purchase_amount
Linje 5543 har ugyldig email: 5542,Jennifer Hardy,,121.58
Linje 5545 har ugyldig email: ,,,
Linje 5566 har ugyldig email: 5565,Mary Chan,,51.17
Linje 5575 har ugyldig email: ,,,
Linje 5590 har ugyldig email: ,,,
Linje 5650 har ugyldig email: 5649,Christine Mccullough,christine.mcculloughgmail.com,405.67
Linje 5671 har ugyldig email: 5670,Melissa Blair,melissa.blairhotmail.com,939.48
Linje 5680 har ugyldig email: ,,,
Linje 5687 har ugyldig email: ,Lonnie Mcgee,,537.26
Linje 5691 har ugyldig email: 5690,Tara Drake,,228.17
Linje 5695 har ugyldig email: ,,,
Linje 5698 har ugyldig email: ,,,
Linje 5704 har ugyldig email: ,,,
Linje 5729 har ugyldig email: 5728,Diane Melendez,,538.67
Linje 5732 har ugyldig email: ,,,
Linje 5749 har ugyldig email: 5748,Dr. Christian Cain,,803.28
Linje 5762 har ugyldig email: 4692,Jason Taylor,,615.33
Linje 5766 har ugyldig email: 5765,Allison Alexander,allison.alexanderyahoo.com,273.99
Linje 5772 har ugyldig email: 5771,Eric Hardy,eric.hardyyahoo.com,193.33
Linje 5774 har ugyldig email: 5773,Ana Bowers,ana.bowershotmail.com,664.26
Linje 5778 har ugyldig email: ,,,
Linje 5799 har ugyldig email: ,,,
Linje 5800 har ugyldig email: 5799,Marco Smith,,112.53
Linje 5813 har ugyldig email: ,,,
Linje 5814 har ugyldig email: ,,,
Linje 5819 har ugyldig email: ,,,
Linje 5825 har ugyldig email: ,,,
Linje 5826 har ugyldig email: ,,,,
Linje 5830 har ugyldig email: ,,,
Linje 5839 har ugyldig email: 5838,Nathan Young,,127.81
Linje 5842 har ugyldig email: 5841,Gina Williams,,497.34
Linje 5859 har ugyldig email: 5858,Monique Davis,,525.52
Linje 5860 har ugyldig email: ,,,
Linje 5874 har ugyldig email: ,,,
Linje 5875 har ugyldig email: ,,,
Linje 5885 har ugyldig email: 5884,Brianna Miller,,706.89
Linje 5891 har ugyldig email: ,,,
Linje 5902 har ugyldig email: ,,,,
Linje 5903 har ugyldig email: 5902,Shelia Woods,,40.73
Linje 5907 har ugyldig email: ,,,
Linje 5912 har ugyldig email: 5911,April Williams,april.williamsgmail.com,856.93
Linje 5913 har ugyldig email: ,,,,
Linje 5927 har ugyldig email: ,,,
Linje 5930 har ugyldig email: ,,,
Linje 5931 har ugyldig email: ,,,
Linje 5938 har ugyldig email: ,,,
Linje 5947 har ugyldig email: nan,Rebecca Brooks,,381.19
Linje 5982 har ugyldig email: ,,,
Linje 5988 har ugyldig email: 5987,Patrick Gonzalez,,-209.74
Linje 5992 har ugyldig email: ,,,
Linje 6023 har ugyldig email: ,,,
Linje 6036 har ugyldig email: 6035,Jeremiah Joseph,,890.43
Linje 6038 har ugyldig email: ,,,
Linje 6063 har ugyldig email: ,,,
Linje 6066 har ugyldig email: 6065,Robert Herrera,,800.47
Linje 6092 har ugyldig email: 6091,Brian Rowland,brian.rowlandhotmail.com,-692.87
Linje 6098 har ugyldig email: ,,,
Linje 6104 har ugyldig email: ,,,
Linje 6127 har ugyldig email: 6126,Michael Watson,,104.87
Linje 6137 har ugyldig email: ,,,
Linje 6159 har ugyldig email: 6158,Michelle Nguyen,,427.26
Linje 6171 har ugyldig email: 6170,Darrell Smith,,945.83
Linje 6190 har ugyldig email: ,,,
Linje 6195 har ugyldig email: 6194,Jill Smith,jill.smithhotmail.com,774.56
Linje 6239 har ugyldig email: ,,,
Linje 6254 har ugyldig email: 6253,Angela Wall,angela.wallyahoo.com,501.66
Linje 6277 har ugyldig email: ,,,
Linje 6281 har ugyldig email: 6280,,Joshua Campos,joshua.camposgmail.com,441.51
Linje 6337 har ugyldig email: ,,,
Linje 6353 har ugyldig email: ,,,
Linje 6354 har ugyldig email: 6353,Katherine Atkins,katherine.atkinsgmail.com,,860.4
Linje 6355 har ugyldig email: ,,,
Linje 6364 har ugyldig email: 1717,John Gibson,,56.67
Linje 6371 har ugyldig email: 6370,Kara Scott,kara.scotthotmail.com,43.96
Linje 6379 har ugyldig email: 6378,George Green,george.greenhotmail.com,820.37
Linje 6380 har ugyldig email: ,,,
Linje 6392 har ugyldig email: ,,,
Linje 6409 har ugyldig email: ,,,
Linje 6428 har ugyldig email: 6427,Jason Moore,jason.mooregmail.com,326.58
Linje 6432 har ugyldig email: ,,,
Linje 6440 har ugyldig email: 6439,David Perez,,208.12
Linje 6442 har ugyldig email: 6441,Leslie Haney,,37.86
Linje 6450 har ugyldig email: ,,,
Linje 6455 har ugyldig email: ,,,
Linje 6464 har ugyldig email: 6463,Kurt Norris,kurt.norrishotmail.com,874.41
Linje 6493 har ugyldig email: ,,,
Linje 6502 har ugyldig email: 6501,Melissa Smith,melissa.smithgmail.com,866.770
Linje 6503 har ugyldig email: ,,,
Linje 6507 har ugyldig email: 6506,Michelle Lawrence,,750.44
Linje 6508 har ugyldig email: ,,,
Linje 6514 har ugyldig email: 6513,Edward Robertson,,432.46
Linje 6517 har ugyldig email: ,,,
Linje 6546 har ugyldig email: ,,,
Linje 6547 har ugyldig email: ,,,
Linje 6558 har ugyldig email: ,,,
Linje 6565 har ugyldig email: 6564,Michael Charles,michael.charlesyahoo.com,971.78
Linje 6573 har ugyldig email: 6572,Natalie Odonnell,,968.84
Linje 6604 har ugyldig email: ,,,
Linje 6616 har ugyldig email: ,6615,Tina Brown,,430.04
Linje 6627 har ugyldig email: nan,April Rodriguez,,,800.43
Linje 6640 har ugyldig email: 6639,Jennifer Mathews,,251.01
Linje 6656 har ugyldig email: ,,,
Linje 6698 har ugyldig email: 6697,Rachael Griffin,,,14.21
Linje 6701 har ugyldig email: 6700,Julie Wilson,,974.93
Linje 6704 har ugyldig email: 6703,Jennifer Guerra,,440.86
Linje 6713 har ugyldig email: 6712,Pamela Jones,,890.96
Linje 6723 har ugyldig email: 6722,James Howard,james.howardgmail.com,351.32
Linje 6751 har ugyldig email: ,,,
Linje 6755 har ugyldig email: ,,,,
Linje 6760 har ugyldig email: 6759,Melissa Hernandez,,432.39
Linje 6761 har ugyldig email: ,,,
Linje 6766 har ugyldig email: 6765,Phillip Evans,,89.55
Linje 6782 har ugyldig email: ,,,
Linje 6793 har ugyldig email: 6792,Hunter Murphy,hunter.murphyyahoo.com,692.98
Linje 6797 har ugyldig email: ,,,,
Linje 6827 har ugyldig email: ,,,
Linje 6832 har ugyldig email: ,,,
Linje 6847 har ugyldig email: ,,,,
Linje 6850 har ugyldig email: 6849,Angela Daniel,angela.danielhotmail.com,323.61
Linje 6852 har ugyldig email: 6851,Carol Collins,,699.03
Linje 6860 har ugyldig email: ,,,
Linje 6869 har ugyldig email: ,,,
Linje 6900 har ugyldig email: 6899,Lisa Thompson,lisa.thompsongmail.com,568.44
Linje 6901 har ugyldig email: ,,,
Linje 6902 har ugyldig email: ,,,
Linje 6915 har ugyldig email: ,,,
Linje 6917 har ugyldig email: ,,,
Linje 6920 har ugyldig email: 6919,,Marvin Richards,,889.11
Linje 6925 har ugyldig email: 6924,,Justin Butler,,362.750
Linje 6926 har ugyldig email: 6925,Michelle Flores,,459.95
Linje 6943 har ugyldig email: ,,,
Linje 6948 har ugyldig email: ,,,
Linje 6954 har ugyldig email: 6953,Dr. Joshua Jones,dr..joshuayahoo.com,461.09
Linje 6956 har ugyldig email: 6955,Jacob Wilson,jacob.wilsongmail.com,965.53
Linje 6977 har ugyldig email: ,,,
Linje 7024 har ugyldig email: ,,,
Linje 7046 har ugyldig email: 7045,Christopher Roman,,49.14
Linje 7054 har ugyldig email: ,,,
Linje 7056 har ugyldig email: 7055,Diana Ibarra,diana.ibarrahotmail.com,802.42
Linje 7058 har ugyldig email: ,,,
Linje 7077 har ugyldig email: ,,,
Linje 7079 har ugyldig email: ,,,
Linje 7081 har ugyldig email: ,,,
Linje 7091 har ugyldig email: 7090,Denise Cross,denise.crossgmail.com,868.26
Linje 7096 har ugyldig email: ,,,
Linje 7117 har ugyldig email: 7116,Mr. Eric Ibarra,,474.85
Linje 7130 har ugyldig email: ,,,
Linje 7151 har ugyldig email: ,,,
Linje 7158 har ugyldig email: 7157,Fernando Melton,fernando.meltonhotmail.com,914.65
Linje 7164 har ugyldig email: ,,,
Linje 7172 har ugyldig email: 7171,Sandra Carlson,,947.54
Linje 7179 har ugyldig email: 7178,Miss Jill Morales,,127.16
Linje 7190 har ugyldig email: 7189,Alexis Robinson,,818.7
Linje 7194 har ugyldig email: 7193,  Ronald Grant   ,ronald.granthotmail.com,571.37
Linje 7205 har ugyldig email: 7204,Crystal Robinson,,672.62
Linje 7210 har ugyldig email: 7209,Mr. Christopher Smith,,29.57
Linje 7211 har ugyldig email: 7210,Benjamin Williams,,690.11
Linje 7225 har ugyldig email: ,,,
Linje 7232 har ugyldig email: 7231,Adrian Brown,,286.55
Linje 7242 har ugyldig email: 7241,Wesley Adams,,183.92
Linje 7250 har ugyldig email: ,,,
Linje 7257 har ugyldig email: 7256,Gregory Murray,gregory.murraygmail.com,366.48
Linje 7260 har ugyldig email: 7259,Dave Garcia,,851.62
Linje 7271 har ugyldig email: 7270,Cynthia Griffin,cynthia.griffinyahoo.com,165.86
Linje 7278 har ugyldig email: ,,,
Linje 7281 har ugyldig email: 7280,Mr. Austin Rodriguez Jr.,,234.5
Linje 7295 har ugyldig email: ,,,
Linje 7297 har ugyldig email: ,,,
Linje 7318 har ugyldig email: ,,,
Linje 7324 har ugyldig email: ,,,
Linje 7335 har ugyldig email: 7334,Patricia Myers,,605.06
Linje 7338 har ugyldig email: 7337,Jeff Reynolds,,504.03
Linje 7344 har ugyldig email: ,,,
Linje 7350 har ugyldig email: ,,,
Linje 7380 har ugyldig email: ,Michael Vance,michael.vanceyahoo.com,941.42
Linje 7386 har ugyldig email: ,,,
Linje 7397 har ugyldig email: ,,,
Linje 7402 har ugyldig email: 7401,Erica Perez,,367.01
Linje 7405 har ugyldig email: 7404,Regina Phillips,,,815.57
Linje 7422 har ugyldig email: ,,,
Linje 7433 har ugyldig email: ,,,
Linje 7457 har ugyldig email: ,,,
Linje 7469 har ugyldig email: 7468,Steve Wilkins,,642.39
Linje 7495 har ugyldig email: ,,,
Linje 7501 har ugyldig email: 7500,Rachel Simpson,,-208.34
Linje 7503 har ugyldig email: ,,,
Linje 7505 har ugyldig email: ,,,
Linje 7511 har ugyldig email: 7510,Christopher Thompson,,256.51
Linje 7514 har ugyldig email: ,,,
Linje 7536 har ugyldig email: 7535,Emily Schneider,,551.51
Linje 7545 har ugyldig email: nan,  Barbara Miller   ,,555.9
Linje 7551 har ugyldig email: ,,,
Linje 7554 har ugyldig email: ,,,
Linje 7563 har ugyldig email: ,,,
Linje 7591 har ugyldig email: ,,,
Linje 7593 har ugyldig email: ,,,
Linje 7600 har ugyldig email: -789,Thomas Roth,,441.01
Linje 7602 har ugyldig email: 7601,Trevor Small,,276.24
Linje 7603 har ugyldig email: ,,,
Linje 7604 har ugyldig email: ,,,
Linje 7611 har ugyldig email: 7610,Sherry Mendoza,,803.8
Linje 7651 har ugyldig email: 7650,Scott Woodward,,119.62
Linje 7686 har ugyldig email: ,,,
Linje 7694 har ugyldig email: 7693,Jonathan Wright,jonathan.wrightyahoo.com,883.14
Linje 7698 har ugyldig email: 7697,John Jones,john.jonesgmail.com,473.44
Linje 7701 har ugyldig email: ,7700,Russell Thompson,,647.74
Linje 7709 har ugyldig email: 7708,Adam King,,71.05
Linje 7746 har ugyldig email: ,,,
Linje 7778 har ugyldig email: 7777,Jennifer Green,,23.34
Linje 7792 har ugyldig email: ,,,
Linje 7793 har ugyldig email: 7792,Debra Cochran,,574.3
Linje 7817 har ugyldig email: ,,,
Linje 7829 har ugyldig email: 7828,Matthew Bryant,matthew.bryanthotmail.com,654.9
Linje 7832 har ugyldig email: -700,,Daniel Graham,daniel.grahamyahoo.com,75.31
Linje 7837 har ugyldig email: 7836,Kelsey Medina,kelsey.medinahotmail.com,428.32
Linje 7847 har ugyldig email: ,,,
Linje 7853 har ugyldig email: ,,,
Linje 7863 har ugyldig email: ,,,
Linje 7879 har ugyldig email: 7878,Jerome Malone,,886.25
Linje 7893 har ugyldig email: ,Mark Zimmerman,,346.76
Linje 7902 har ugyldig email: 7901,,John Becker,,873.91
Linje 7904 har ugyldig email: ,,,
Linje 7908 har ugyldig email: 7907,Tanya Gonzalez,tanya.gonzalezhotmail.com,964.22
Linje 7927 har ugyldig email: ,,,
Linje 7931 har ugyldig email: ,,,
Linje 7939 har ugyldig email: 7938,victoria lowery,,21.5
Linje 7961 har ugyldig email: ,,,
Linje 7990 har ugyldig email: ,,,
Linje 7997 har ugyldig email: 4537,Jeffrey Howell,,,403.5
Linje 8035 har ugyldig email: ,,,
Linje 8036 har ugyldig email: 8035,James Herman,james.hermanyahoo.com,902.91
Linje 8050 har ugyldig email: ,,,
Linje 8072 har ugyldig email: 8071,Christopher White,,690.15
Linje 8080 har ugyldig email: ,,,,
Linje 8082 har ugyldig email: ,,,
Linje 8085 har ugyldig email: 8084,Rebekah Perez,,869.76
Linje 8107 har ugyldig email: 8106,Julie Porter,,725.51
Linje 8123 har ugyldig email: 8122,Robin Brown,,960.32
Linje 8139 har ugyldig email: 8138,Howard Kent,howard.kentyahoo.com,908.9
Linje 8154 har ugyldig email: ,,,
Linje 8162 har ugyldig email: 8161,  Lori Ochoa   ,,991.42
Linje 8163 har ugyldig email: ,,,
Linje 8172 har ugyldig email: ,,,
Linje 8173 har ugyldig email: 8172,Kaitlyn Baldwin,,979.52
Linje 8209 har ugyldig email: ,,,
Linje 8223 har ugyldig email: ,,,
Linje 8230 har ugyldig email: 8229,Kimberly Jennings MD,kimberly.jenningsyahoo.com,220.29
Linje 8234 har ugyldig email: ,,,
Linje 8256 har ugyldig email: ,,,
Linje 8268 har ugyldig email: ,,,
Linje 8285 har ugyldig email: 8284,Christopher Watson,,362.78
Linje 8296 har ugyldig email: ,,,
Linje 8302 har ugyldig email: 8301,Denise Parks,,745.26
Linje 8304 har ugyldig email: 8303,Julia Henderson,,170.91
Linje 8311 har ugyldig email: ,,,
Linje 8312 har ugyldig email: ,,,
Linje 8316 har ugyldig email: ,,,
Linje 8327 har ugyldig email: 8326,Luis Lopez,luis.lopezyahoo.com,101.34
Linje 8328 har ugyldig email: ,,,
Linje 8344 har ugyldig email: 8343,Melissa Zuniga,melissa.zunigayahoo.com,52.09
Linje 8364 har ugyldig email: ,,,
Linje 8378 har ugyldig email: 8377,James Adams,,734.07
Linje 8382 har ugyldig email: 8381,Pamela Nash,pamela.nashgmail.com,767.31
Linje 8396 har ugyldig email: ,,,
Linje 8421 har ugyldig email: 8420,Gerald Hayes,,348.41
Linje 8435 har ugyldig email: ,,,
Linje 8436 har ugyldig email: 8435,Joseph Espinoza,,19.55
Linje 8438 har ugyldig email: ,,,
Linje 8442 har ugyldig email: 8441,Mitchell Cummings,,421.82
Linje 8456 har ugyldig email: ,,,
Linje 8484 har ugyldig email: 8483,Tracy Floyd,,197.34
Linje 8492 har ugyldig email: ,,,
Linje 8493 har ugyldig email: 8492,Adam Singh,,10.57
Linje 8494 har ugyldig email: ,,,
Linje 8495 har ugyldig email: 8494,Christopher Russell,,799.86
Linje 8515 har ugyldig email: 8514,Kyle Blair,,396.41
Linje 8519 har ugyldig email: ,,,
Linje 8531 har ugyldig email: 8530,Kathryn Stewart,,766.46
Linje 8543 har ugyldig email: ,,,
Linje 8555 har ugyldig email: ,,,
Linje 8580 har ugyldig email: 8579,Ryan Kline,ryan.klinehotmail.com,541.68
Linje 8596 har ugyldig email: ,,,
Linje 8603 har ugyldig email: ,,,
Linje 8605 har ugyldig email: ,,,
Linje 8609 har ugyldig email: 8608,Samantha Turner,,206.29
Linje 8622 har ugyldig email: ,,,
Linje 8625 har ugyldig email: 8624,Wendy Butler,,835.04
Linje 8627 har ugyldig email: 8626,Micheal Daniels,,755.41
Linje 8630 har ugyldig email: ,,,
Linje 8633 har ugyldig email: ,,,
Linje 8661 har ugyldig email: ,,,
Linje 8667 har ugyldig email: 8666,Nicholas Hardin,nicholas.hardinhotmail.com,671.35
Linje 8669 har ugyldig email: ,,,
Linje 8671 har ugyldig email: 8670,Nicole Oconnor,nicole.oconnoryahoo.com,420.56
Linje 8680 har ugyldig email: ,,,
Linje 8694 har ugyldig email: ,,,
Linje 8708 har ugyldig email: ,,,
Linje 8709 har ugyldig email: ,,,
Linje 8713 har ugyldig email: 8712,Christina Moran,christina.morangmail.com,341.69
Linje 8720 har ugyldig email: ,,,
Linje 8749 har ugyldig email: 8748,Stephanie Poole,,341.31
Linje 8773 har ugyldig email: ,,,
Linje 8782 har ugyldig email: ,,,
Linje 8786 har ugyldig email: ,,,
Linje 8798 har ugyldig email: 8797,Darren Anderson,darren.andersonhotmail.com,109.62
Linje 8801 har ugyldig email: ,,,
Linje 8805 har ugyldig email: 8804,Michael Daniel,,74.48
Linje 8818 har ugyldig email: ,,,
Linje 8839 har ugyldig email: ,,,
Linje 8840 har ugyldig email: ,,,
Linje 8844 har ugyldig email: 8843,Linda Hammond,,556.13
Linje 8856 har ugyldig email: ,,,
Linje 8862 har ugyldig email: 8861,Timothy Rodriguez,timothy.rodriguezhotmail.com,452.69
Linje 8865 har ugyldig email: ,,,
Linje 8866 har ugyldig email: ,,,
Linje 8876 har ugyldig email: ,,,
Linje 8886 har ugyldig email: ,,,
Linje 8899 har ugyldig email: 8898,Nathan Palmer,,272.3
Linje 8902 har ugyldig email: 8901,Heather Morgan,,73.8
Linje 8907 har ugyldig email: 8906,Jennifer Braun,jennifer.braunyahoo.com,524.81
Linje 8908 har ugyldig email: ,,,
Linje 8911 har ugyldig email: ,,,
Linje 8916 har ugyldig email: 8915,Jennifer Simpson,jennifer.simpsonhotmail.com,577.19
Linje 8936 har ugyldig email: 8935,Courtney Santiago,,106.15
Linje 8939 har ugyldig email: 8938,Cody Brown,,718.39
Linje 8943 har ugyldig email: -52,Shannon Klein,,856.17
Linje 8946 har ugyldig email: 8945,Kevin Chen,,231.29
Linje 8950 har ugyldig email: ,,,
Linje 8961 har ugyldig email: 8960,Jackson Moore,,899.17
Linje 8971 har ugyldig email: ,,,
Linje 8984 har ugyldig email: 8983,John Kidd Jr.,,473.73
Linje 8992 har ugyldig email: ,,,
Linje 9005 har ugyldig email: 9004,Amy Stone,amy.stonegmail.com,208.64
Linje 9008 har ugyldig email: ,,,
Linje 9016 har ugyldig email: 9015,Madison Grant,,329.43
Linje 9027 har ugyldig email: ,,,
Linje 9038 har ugyldig email: 9037,Kelly Ortiz,kelly.ortizgmail.com,244.24
Linje 9044 har ugyldig email: 9043,Michael Mccarthy,michael.mccarthyyahoo.com,811.31
Linje 9049 har ugyldig email: ,,,
Linje 9055 har ugyldig email: ,,,
Linje 9073 har ugyldig email: ,,,
Linje 9075 har ugyldig email: 9074,Steven Davis,,100.37
Linje 9094 har ugyldig email: 9093,Susan Leonard,susan.leonardgmail.com,626.46
Linje 9103 har ugyldig email: ,,,
Linje 9108 har ugyldig email: 9107,Derrick Elliott,,475.24
Linje 9119 har ugyldig email: ,,,
Linje 9123 har ugyldig email: ,,,
Linje 9131 har ugyldig email: ,,,
Linje 9144 har ugyldig email: ,,,
Linje 9152 har ugyldig email: ,,,
Linje 9168 har ugyldig email: ,Amy Hall,amy.hallhotmail.com,738.83
Linje 9188 har ugyldig email: 9187,Joseph Williams,,285.0
Linje 9191 har ugyldig email: ,,,
Linje 9198 har ugyldig email: 9197,Roy Gibbs,,91.69
Linje 9202 har ugyldig email: 9201,Timothy Serrano,timothy.serranoyahoo.com,386.47
Linje 9205 har ugyldig email: ,,,
Linje 9208 har ugyldig email: 9207,Lawrence Roberts,,703.93
Linje 9222 har ugyldig email: 9221,Wendy Mack,,468.61
Linje 9226 har ugyldig email: 9225,Susan Ortiz,,861.06
Linje 9227 har ugyldig email: ,,,
Linje 9231 har ugyldig email: ,,,
Linje 9235 har ugyldig email: ,,,
Linje 9256 har ugyldig email: ,,,
Linje 9262 har ugyldig email: ,,,
Linje 9272 har ugyldig email: ,,,
Linje 9286 har ugyldig email: 9285,Katherine Clay,,,800.68
Linje 9299 har ugyldig email: 9298,Douglas Mendoza,,634.01
Linje 9310 har ugyldig email: ,,,
Linje 9312 har ugyldig email: ,,,
Linje 9327 har ugyldig email: 9326,Jesse Jones,,25.64
Linje 9348 har ugyldig email: ,,,
Linje 9353 har ugyldig email: 9352,Lindsay Webb,,678.45
Linje 9357 har ugyldig email: 9356,Amy Lewis,,657.79
Linje 9359 har ugyldig email: 9358,Kayla Davis,kayla.davishotmail.com,746.14
Linje 9370 har ugyldig email: ,,,
Linje 9375 har ugyldig email: ,,,
Linje 9381 har ugyldig email: 9380,Tanner Pearson,,66.91
Linje 9419 har ugyldig email: ,,,
Linje 9434 har ugyldig email: 9433,John Santana,,774.66
Linje 9436 har ugyldig email: 9435,Mark Ferguson,,116.04
Linje 9459 har ugyldig email: ,,,
Linje 9470 har ugyldig email: 9469,Sharon Watson,,552.03
Linje 9474 har ugyldig email: 9473,Michelle Alexander,,956.31
Linje 9506 har ugyldig email: ,,,
Linje 9507 har ugyldig email: ,,,
Linje 9516 har ugyldig email: ,,,
Linje 9523 har ugyldig email: 9522,Billy Wilson,,573.45
Linje 9542 har ugyldig email: -150,Joseph Gonzales,,344.31
Linje 9547 har ugyldig email: 9546,Robert Dalton,,595.38
Linje 9552 har ugyldig email: 9551,Albert Erickson,,270.12
Linje 9556 har ugyldig email: ,,,
Linje 9558 har ugyldig email: ,,,
Linje 9574 har ugyldig email: 9573,Reginald Gutierrez,,876.36
Linje 9587 har ugyldig email: ,,,
Linje 9599 har ugyldig email: 9598,Lisa Fernandez,,962.18
Linje 9608 har ugyldig email: 9607,Randy Cobb,,31.68
Linje 9618 har ugyldig email: 9617,Rhonda Ewing,,518.55
Linje 9652 har ugyldig email: ,,,
Linje 9660 har ugyldig email: ,,,
Linje 9672 har ugyldig email: ,,,
Linje 9677 har ugyldig email: ,,,
Linje 9694 har ugyldig email: ,,,
Linje 9706 har ugyldig email: 9705,Kevin Wu,kevin.wuyahoo.com,143.0
Linje 9721 har ugyldig email: 4406,Wayne Estrada,,678.9
Linje 9723 har ugyldig email: 9722,Jessica Fox,,685.23
Linje 9727 har ugyldig email: 9726,Carlos Williams,,478.32
Linje 9741 har ugyldig email: ,,,
Linje 9754 har ugyldig email: 9753,Edward Jackson,,910.93
Linje 9760 har ugyldig email: ,,,
Linje 9767 har ugyldig email: ,,,
Linje 9820 har ugyldig email: ,,,
Linje 9821 har ugyldig email: 9820,Brian Forbes,,195.6
Linje 9833 har ugyldig email: 9832,Jonathan Peters,,675.87
Linje 9853 har ugyldig email: 9852,Sherry Miller,,842.4
Linje 9866 har ugyldig email: 9865,Connie Peterson,connie.petersongmail.com,179.51
Linje 9883 har ugyldig email: 9882,Christina Cervantes,,370.49
Linje 9908 har ugyldig email: 9907,Jon Mckenzie,jon.mckenziehotmail.com,270.82
Linje 9922 har ugyldig email: 9921,Amy Martinez,amy.martinezgmail.com,749.39
Linje 9928 har ugyldig email: ,,,
Linje 9937 har ugyldig email: ,,,
Linje 9962 har ugyldig email: 9961,Angel Ellis,,243.82
Linje 9966 har ugyldig email: 9965,Cody Schultz,,490.7
Linje 9969 har ugyldig email: ,,,
Linje 9986 har ugyldig email: 9985,Linda Schneider,,785.43
Linje 9990 har ugyldig email: 9989,Colleen Burns,,323.32
Linje 1 har ugyldig email: customer_id,name,email,purchase_amount
Linje 5 har ugyldig email: ,,,
Linje 6 har ugyldig email: ,,,
Linje 27 har ugyldig email: ,,,
Linje 37 har ugyldig email: 36,Brent Young,,777.45
Linje 40 har ugyldig email: ,,,
Linje 43 har ugyldig email: 42,Desiree Moreno,,439.51
Linje 93 har ugyldig email: 92,Gary Hendrix,gary.hendrixyahoo.com,371.15
Linje 96 har ugyldig email: 95,Michael Wilson,,903.11
Linje 99 har ugyldig email: ,,,
Linje 109 har ugyldig email: ,,,
Linje 116 har ugyldig email: ,,,
Linje 117 har ugyldig email: 116,Jacob Tate,,,799.37
Linje 119 har ugyldig email: ,,,
Linje 120 har ugyldig email: ,,,
Linje 173 har ugyldig email: nan,Jennifer White,jennifer.whitehotmail.com,403.83
Linje 179 har ugyldig email: 178,Casey Fisher,,308.27
Linje 185 har ugyldig email: 184,Joseph Baker,,871.23
Linje 187 har ugyldig email: 186,Nicole Solis,,689.58
Linje 191 har ugyldig email: 190,Samuel Williams,samuel.williamshotmail.com,32.72
Linje 207 har ugyldig email: ,,,
Linje 225 har ugyldig email: 224,Megan Elliott,,568.86
Linje 233 har ugyldig email: 232,Patty Walker,patty.walkerhotmail.com,204.63
Linje 239 har ugyldig email: 10,Bryan Mays DDS,,141.67
Linje 240 har ugyldig email: ,,,
Linje 246 har ugyldig email: ,,,
Linje 247 har ugyldig email: 246,John Wilkerson,,784.56
Linje 252 har ugyldig email: 251,James Foster,,119.91
Linje 259 har ugyldig email: 258,Tiffany Thomas,tiffany.thomasyahoo.com,66.62
Linje 263 har ugyldig email: 262,Wanda Greer,,356.81
Linje 264 har ugyldig email: ,,,
Linje 282 har ugyldig email: 281,Luis Young,,405.39
Linje 304 har ugyldig email: 303,Brenda Quinn,,977.94
Linje 306 har ugyldig email: ,,,
Linje 307 har ugyldig email: 306,Leslie Anderson,,424.53
Linje 318 har ugyldig email: 317,Jon Miller,,709.87
Linje 326 har ugyldig email: 325,Jennifer Rodriguez,jennifer.rodriguezgmail.com,552.82
Linje 349 har ugyldig email: ,,,
Linje 350 har ugyldig email: 349,Kimberly Webb,,100.24
Linje 363 har ugyldig email: ,,,
Linje 371 har ugyldig email: ,,,
Linje 382 har ugyldig email: ,,,
Linje 418 har ugyldig email: ,,,
Linje 419 har ugyldig email: ,,,,
Linje 431 har ugyldig email: 430,Jerome Miller,,482.66
Linje 441 har ugyldig email: ,,,
Linje 445 har ugyldig email: ,,,
Linje 473 har ugyldig email: 472,Jordan Mckinney,,681.32
Linje 475 har ugyldig email: 474,Heather Thompson,heather.thompsongmail.com,337.78
Linje 483 har ugyldig email: ,,,
Linje 503 har ugyldig email: ,,,
Linje 504 har ugyldig email: ,,,
Linje 505 har ugyldig email: ,,,
Linje 555 har ugyldig email: 554,Gary Mitchell,gary.mitchellhotmail.com,227.14
Linje 560 har ugyldig email: 559,Matthew Parks,,961.45
Linje 569 har ugyldig email: ,,,
Linje 573 har ugyldig email: ,,,
Linje 574 har ugyldig email: ,,,
Linje 580 har ugyldig email: ,,,
Linje 599 har ugyldig email: ,,,
Linje 601 har ugyldig email: ,,,
Linje 614 har ugyldig email: ,,,
Linje 615 har ugyldig email: 614,Lisa Ramirez,lisa.ramirezyahoo.com,61.41
Linje 634 har ugyldig email: 111,Steve Brady,,210.74
Linje 636 har ugyldig email: ,,,
Linje 645 har ugyldig email: ,,,
Linje 684 har ugyldig email: 683,Allison Turner,,874.88
Linje 688 har ugyldig email: 687,Timothy Flores,timothy.floreshotmail.com,946.62
Linje 689 har ugyldig email: ,,,
Linje 691 har ugyldig email: ,,,
Linje 703 har ugyldig email: ,,,
Linje 729 har ugyldig email: ,,,
Linje 737 har ugyldig email: ,,,
Linje 743 har ugyldig email: 742,Jessica Reed,jessica.reedgmail.com,-511.62
Linje 749 har ugyldig email: ,,,,
Linje 752 har ugyldig email: ,,,
Linje 760 har ugyldig email: ,,,
Linje 774 har ugyldig email: ,,,
Linje 782 har ugyldig email: 781,Michael Lewis,,900.81
Linje 786 har ugyldig email: ,,,
Linje 787 har ugyldig email: ,,,
Linje 795 har ugyldig email: ,,,
Linje 808 har ugyldig email: 807,Olivia Garcia,olivia.garciahotmail.com,628.0
Linje 817 har ugyldig email: 816,Daniel Mitchell,,851.82
Linje 830 har ugyldig email: ,,,
